Airline,Date_of_Journey,Source,Destination,Route,Duration,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Stops,Arrival_Day,Arrival_Month,Day_of_Journey_numbers,Duration_Categorized,Trip_distance,Dep_Day_Period,Arrival_Day_Period,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min
Air India,2019-04-03,Delhi,Cochin,DEL → MAA → COK,1255,No info,5117,Wednesday,April,1,04,Apr,3,Medium_duration,Long_Dist,Afternoon,Ealry_Morning,12,30,9,25
IndiGo,2019-06-24,Delhi,Cochin,DEL → BLR → COK,290,No info,6147,Monday,June,1,None,None,24,Short_duration,Long_Dist,Afternoon,Evening,15,10,20,0
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,490,No info,7005,Sunday,June,1,None,None,9,Short_duration,Long_Dist,Afternoon,Evening,12,50,21,0
SpiceJet,2019-04-03,Kolkata,Banglore,CCU → BLR,140,No info,3873,Wednesday,April,0,04,Apr,3,Short_duration,Medium_Dist,Evening,Night,22,20,0,40
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,1465,In-flight meal not included,9270,Thursday,March,2,22,Mar,21,Medium_duration,Long_Dist,Afternoon,Afternoon,18,25,18,50
GoAir,2019-06-27,Banglore,Delhi,BLR → DEL,170,No info,3898,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,14,30
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,740,No info,14781,Sunday,May,1,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Evening,08,25,20,45
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,735,In-flight meal not included,8586,Friday,May,1,25,May,24,Short_duration,Medium_Dist,Evening,Ealry_Morning,20,00,8,15
Air India,2019-05-09,Kolkata,Banglore,CCU → JAI → BOM → BLR,1415,No info,10697,Thursday,May,2,10,May,9,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,08,20,7,55
Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,995,No info,14300,Thursday,June,2,28,Jun,27,Medium_duration,Long_Dist,Evening,Afternoon,20,00,12,35
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,170,No info,8855,Sunday,March,0,None,None,3,Short_duration,Medium_Dist,Afternoon,Evening,18,55,21,45
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,1545,In-flight meal not included,10844,Sunday,May,1,13,May,12,Long_duration,Medium_Dist,Afternoon,Afternoon,16,30,18,15
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1570,No info,17024,Wednesday,March,1,07,Mar,6,Long_duration,Long_Dist,Night,Night,02,15,4,25
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,1730,In-flight meal not included,9314,Wednesday,May,1,02,May,1,Long_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,14,25
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,165,No info,4777,Sunday,March,0,None,None,24,Short_duration,Medium_Dist,Night,Night,00,40,3,25
Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,1515,No info,7662,Sunday,June,1,10,Jun,9,Long_duration,Medium_Dist,Afternoon,Afternoon,12,00,13,15
IndiGo,2019-05-09,Delhi,Cochin,DEL → HYD → COK,560,No info,6442,Thursday,May,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,06,50,16,10
SpiceJet,2019-06-12,Delhi,Cochin,DEL → PNQ → COK,270,No info,5264,Wednesday,June,1,None,None,12,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,13,15
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,925,In-flight meal not included,12898,Monday,May,1,28,May,27,Medium_duration,Long_Dist,Afternoon,Night,13,00,4,25
Air India,2019-03-03,Mumbai,Hyderabad,BOM → HYD,90,No info,6092,Sunday,March,0,None,None,3,Short_duration,Short_Dist,Afternoon,Afternoon,13,55,15,25
SpiceJet,2019-05-21,Banglore,Delhi,BLR → DEL,160,No info,3311,Tuesday,May,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,05,55,8,35
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,550,In-flight meal not included,6540,Wednesday,March,1,28,Mar,27,Short_duration,Long_Dist,Afternoon,Night,19,15,4,25
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,165,No info,3419,Monday,May,0,None,None,27,Short_duration,Medium_Dist,Night,Night,01,30,4,15
Jet Airways,2019-04-03,Delhi,Cochin,DEL → BOM → COK,1355,In-flight meal not included,5177,Wednesday,April,1,04,Apr,3,Medium_duration,Long_Dist,Afternoon,Afternoon,14,00,12,35
Air India,2019-04-18,Delhi,Cochin,DEL → COK,185,No info,8246,Thursday,April,0,None,None,18,Short_duration,Long_Dist,Afternoon,Evening,18,05,21,10
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,690,No info,14676,Sunday,June,1,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Evening,09,35,21,5
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,570,No info,13587,Thursday,June,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Evening,11,30,21,0
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,730,In-flight meal not included,9663,Monday,May,1,07,May,6,Short_duration,Medium_Dist,Evening,Ealry_Morning,21,10,9,20
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,1055,No info,13044,Wednesday,June,1,13,Jun,12,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,30,10,5
IndiGo,2019-04-03,Delhi,Cochin,DEL → BOM → COK,305,No info,5073,Wednesday,April,1,04,Apr,3,Short_duration,Long_Dist,Evening,Night,20,25,1,30
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1550,No info,9345,Tuesday,May,1,22,May,21,Long_duration,Medium_Dist,Afternoon,Afternoon,17,00,18,50
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,1200,In-flight meal not included,9663,Monday,May,1,07,May,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,14,05,10,5
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,780,No info,14277,Tuesday,May,1,None,None,21,Medium_duration,Long_Dist,Ealry_Morning,Evening,08,00,21,0
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1105,In-flight meal not included,10262,Saturday,June,1,02,Jun,1,Medium_duration,Long_Dist,Ealry_Morning,Night,10,00,4,25
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,90,No info,5678,Wednesday,March,0,None,None,27,Short_duration,Short_Dist,Afternoon,Evening,19,35,21,5
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,570,No info,13727,Wednesday,May,1,16,May,15,Short_duration,Long_Dist,Afternoon,Night,16,00,1,30
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,960,In-flight meal not included,9663,Monday,May,1,07,May,6,Medium_duration,Medium_Dist,Evening,Afternoon,20,00,12,0
IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,140,No info,3858,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Afternoon,14,45,17,5
SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,270,No info,4812,Monday,June,1,None,None,24,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,13,15
IndiGo,2019-06-27,Delhi,Cochin,DEL → LKO → COK,345,No info,5775,Thursday,June,1,28,Jun,27,Short_duration,Long_Dist,Evening,Night,21,50,3,35
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1450,In-flight meal not included,10539,Thursday,June,1,07,Jun,6,Medium_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,09,35,9,45
IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,155,No info,4804,Monday,June,0,None,None,3,Short_duration,Medium_Dist,Afternoon,Afternoon,15,30,18,5
Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,165,No info,3383,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,10,13,55
IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,295,No info,8738,Sunday,March,1,None,None,3,Short_duration,Medium_Dist,Afternoon,Afternoon,12,10,17,5
Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,1535,No info,7165,Wednesday,March,1,28,Mar,27,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,15,6,50
IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,380,No info,6412,Monday,June,1,None,None,24,Short_duration,Long_Dist,Afternoon,Evening,16,10,22,30
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,185,No info,8016,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Afternoon,Evening,18,55,22,0
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,1120,In-flight meal not included,11087,Tuesday,March,1,13,Mar,12,Medium_duration,Medium_Dist,Evening,Afternoon,20,35,15,15
SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,135,No check-in baggage included,3543,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,45,12,0
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,730,No info,12471,Wednesday,June,1,13,Jun,12,Short_duration,Medium_Dist,Afternoon,Night,16,30,4,40
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1165,In-flight meal not included,10262,Monday,June,1,25,Jun,24,Medium_duration,Long_Dist,Ealry_Morning,Night,09,00,4,25
Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,170,No info,4441,Monday,March,0,None,None,18,Short_duration,Medium_Dist,Afternoon,Afternoon,13,20,16,10
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,505,No info,12537,Wednesday,March,1,None,None,27,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,05,15,30
GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,555,No info,10091,Sunday,March,1,25,Mar,24,Short_duration,Medium_Dist,Evening,Ealry_Morning,22,25,7,40
Air India,2019-06-03,Banglore,Delhi,BLR → DEL,170,No info,6961,Monday,June,0,None,None,3,Short_duration,Medium_Dist,Evening,Evening,21,05,23,55
IndiGo,2019-04-24,Delhi,Cochin,DEL → COK,195,No info,5013,Wednesday,April,0,None,None,24,Short_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,35,8,50
Air India,2019-05-18,Delhi,Cochin,DEL → COK,170,No info,6934,Saturday,May,0,None,None,18,Short_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,10,8,0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,740,No info,10877,Monday,June,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Afternoon,06,40,19,0
Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,175,No info,7229,Thursday,April,0,None,None,18,Short_duration,Medium_Dist,Afternoon,Afternoon,15,15,18,10
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,575,No info,7048,Wednesday,March,1,28,Mar,27,Short_duration,Long_Dist,Afternoon,Night,16,00,1,35
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,155,No info,4878,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Afternoon,Afternoon,17,00,19,35
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,570,In-flight meal not included,10844,Tuesday,May,1,None,None,21,Short_duration,Medium_Dist,Afternoon,Evening,14,05,23,35
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,1760,No info,15129,Saturday,May,2,20,May,18,Long_duration,Long_Dist,Evening,Night,23,05,4,25
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,175,No info,3943,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Night,Night,00,30,3,25
SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,315,No info,5583,Thursday,June,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Ealry_Morning,06,05,11,20
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,545,No info,9646,Thursday,June,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,05,16,10
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,645,No info,7677,Monday,June,1,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,30,19,15
IndiGo,2019-06-01,Delhi,Cochin,DEL → BLR → COK,295,No info,6842,Saturday,June,1,None,None,1,Short_duration,Long_Dist,Ealry_Morning,Ealry_Morning,05,10,10,5
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,90,In-flight meal not included,4995,Monday,June,0,None,None,24,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,08,45,10,15
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,700,No info,9555,Sunday,June,1,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,07,10,18,50
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,165,No info,4077,Saturday,June,0,None,None,1,Short_duration,Medium_Dist,Night,Night,01,30,4,15
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,175,No info,7229,Sunday,May,0,None,None,12,Short_duration,Medium_Dist,Afternoon,Afternoon,15,15,18,10
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,600,No info,12192,Sunday,June,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,09,00,19,0
Air India,2019-04-12,Banglore,Delhi,BLR → DEL,165,No info,5911,Friday,April,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,00,12,45
Air India,2019-06-12,Delhi,Cochin,DEL → BOM → COK,615,No info,8372,Wednesday,June,1,None,None,12,Short_duration,Long_Dist,Ealry_Morning,Afternoon,09,00,19,15
Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,85,In-flight meal not included,4995,Monday,March,0,None,None,18,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,07,10,8,35
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,555,No info,14323,Thursday,May,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Afternoon,10,00,19,15
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,1375,No info,13014,Sunday,June,2,10,Jun,9,Medium_duration,Long_Dist,Ealry_Morning,Night,05,30,4,25
Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,1730,No info,13591,Thursday,June,2,07,Jun,6,Long_duration,Long_Dist,Afternoon,Afternoon,14,25,19,15
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,2245,No info,18799,Sunday,March,2,04,Mar,3,Long_duration,Long_Dist,Ealry_Morning,Afternoon,05,25,18,50
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,170,No info,3943,Saturday,April,0,28,Apr,27,Short_duration,Medium_Dist,Evening,Night,23,30,2,20
SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,90,No check-in baggage included,1965,Tuesday,May,0,None,None,21,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,05,45,7,15
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,90,In-flight meal not included,4995,Monday,May,0,None,None,27,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,10,20,11,50
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1540,No info,14641,Sunday,March,1,25,Mar,24,Long_duration,Medium_Dist,Afternoon,Afternoon,16,50,18,30
Air India,2019-04-12,Kolkata,Banglore,CCU → BLR,155,No info,4460,Friday,April,0,None,None,12,Short_duration,Medium_Dist,Evening,Evening,20,45,23,20
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,375,No info,10191,Saturday,May,1,None,None,18,Short_duration,Long_Dist,Afternoon,Afternoon,13,00,19,15
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,1050,In-flight meal not included,13843,Saturday,March,1,None,None,9,Medium_duration,Long_Dist,Night,Afternoon,02,15,19,45
IndiGo,2019-05-01,Delhi,Cochin,DEL → LKO → COK,345,No info,6349,Wednesday,May,1,02,May,1,Short_duration,Long_Dist,Evening,Night,21,50,3,35
Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,155,No info,4409,Wednesday,May,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,20,12,55
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1530,No info,17024,Wednesday,March,1,07,Mar,6,Long_duration,Long_Dist,Afternoon,Afternoon,18,15,19,45
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,835,No info,13727,Saturday,May,1,None,None,18,Medium_duration,Long_Dist,Ealry_Morning,Evening,07,05,21,0
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,175,No info,8855,Friday,March,0,None,None,15,Short_duration,Medium_Dist,Afternoon,Evening,18,25,21,20
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,615,No info,12524,Monday,June,1,None,None,24,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,19,0
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,520,No info,13555,Monday,March,1,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Evening,11,40,20,20
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,330,In-flight meal not included,10844,Thursday,June,1,None,None,6,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,06,30,12,0
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,720,No info,13587,Sunday,June,1,None,None,9,Short_duration,Long_Dist,Ealry_Morning,Evening,09,00,21,0
SpiceJet,2019-06-12,Chennai,Kolkata,MAA → CCU,135,No check-in baggage included,3543,Wednesday,June,0,None,None,12,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,45,12,0
Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,135,No info,4842,Monday,March,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,05,9,20
IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,170,No info,3943,Wednesday,April,0,25,Apr,24,Short_duration,Medium_Dist,Evening,Night,23,30,2,20
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,550,In-flight meal not included,10577,Sunday,June,1,10,Jun,9,Short_duration,Long_Dist,Afternoon,Night,19,15,4,25
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,625,No info,6979,Wednesday,May,1,None,None,15,Short_duration,Long_Dist,Ealry_Morning,Evening,10,35,21,0
Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,140,No info,11982,Thursday,June,0,None,None,27,Short_duration,Medium_Dist,Afternoon,Evening,17,45,20,5
SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,270,No info,5264,Thursday,June,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,45,13,15
Vistara,2019-03-03,Delhi,Cochin,DEL → COK,190,No info,8001,Sunday,March,0,None,None,3,Short_duration,Long_Dist,Ealry_Morning,Ealry_Morning,06,00,9,10
Air India,2019-06-01,Delhi,Cochin,DEL → AMD → BOM → COK,1410,No info,10651,Saturday,June,2,02,Jun,1,Medium_duration,Long_Dist,Afternoon,Afternoon,19,45,19,15
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,1640,In-flight meal not included,10844,Friday,May,1,25,May,24,Long_duration,Medium_Dist,Afternoon,Afternoon,16,30,19,50
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,755,No info,6601,Wednesday,March,1,None,None,27,Medium_duration,Long_Dist,Ealry_Morning,Evening,09,45,22,20
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1455,No info,6587,Thursday,March,1,22,Mar,21,Medium_duration,Long_Dist,Afternoon,Afternoon,19,00,19,15
SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,80,No info,3173,Thursday,March,0,None,None,21,Short_duration,Short_Dist,Afternoon,Afternoon,13,10,14,30
Air India,2019-05-09,Banglore,Delhi,BLR → DEL,165,No info,5228,Thursday,May,0,None,None,9,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,10,00,12,45
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,180,In-flight meal not included,5769,Friday,June,0,None,None,21,Short_duration,Medium_Dist,Ealry_Morning,Ealry_Morning,07,10,10,10
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,660,No info,14714,Thursday,June,1,None,None,6,Short_duration,Long_Dist,Ealry_Morning,Afternoon,08,00,19,0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,810,No info,13014,Monday,June,2,None,None,3,Medium_duration,Long_Dist,Ealry_Morning,Afternoon,05,30,19,0
IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,170,No info,3359,Monday,June,0,04,Jun,3,Short_duration,Medium_Dist,Evening,Night,22,10,1,0
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,175,No info,6722,Sunday,March,0,None,None,3,Short_duration,Medium_Dist,Evening,Evening,20,55,23,50
IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,165,No info,4462,Monday,March,0,None,None,18,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,09,35,12,20
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,675,No info,6171,Saturday,March,1,None,None,9,Short_duration,Long_Dist,Night,Afternoon,04,55,16,10
Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,No info,12303,Tuesday,May,2,None,None,21,Medium_duration,Medium_Dist,Ealry_Morning,Evening,05,50,20,25
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,835,No info,7695,Thursday,March,1,22,Mar,21,Medium_duration,Long_Dist,Ealry_Morning,Night,11,40,1,35
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,845,No info,5684,Monday,June,1,25,Jun,24,Medium_duration,Long_Dist,Ealry_Morning,Night,11,25,1,30
Air India,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,905,No info,8366,Wednesday,June,1,13,Jun,12,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,16,50,7,55
Air India,2019-03-01,Chennai,Kolkata,MAA → CCU,135,No info,19630,Friday,March,0,None,None,1,Short_duration,Medium_Dist,Ealry_Morning,Afternoon,11,40,13,55
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,900,In-flight meal not included,13502,Wednesday,March,1,07,Mar,6,Medium_duration,Medium_Dist,Afternoon,Ealry_Morning,14,05,5,5
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,775,No info,14781,Wednesday,May,1,02,May,1,Medium_duration,Medium_Dist,Evening,Ealry_Morning,21,10,10,5
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → HYD → COK,540,No info,6513,Wednesday,June,1,None,None,12,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,10,16,10
Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,735,No info,9929,Saturday,June,1,None,None,1,Short_duration,Long_Dist,Ealry_Morning,Afternoon,07,00,19,15
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,460,No info,18275,Thursday,June,2,07,Jun,6,Short_duration,Long_Dist,Afternoon,Night,17,50,1,30
Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,1640,No info,4487,Tuesday,April,1,10,Apr,9,Long_duration,Long_Dist,Ealry_Morning,Ealry_Morning,06,05,9,25
IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,85,No info,2754,Friday,March,0,None,None,15,Short_duration,Short_Dist,Evening,Evening,21,20,22,45
Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,80,No info,2575,Wednesday,March,0,None,None,27,Short_duration,Short_Dist,Ealry_Morning,Ealry_Morning,06,20,7,40
